Id;Catégorie;Description;Energ_Kcal;Protéine;gras;Cholestérol;Sodium
24.0,Desserts,Chocolate Chip Cookie ,170.0,2.0,9.0,5.0,150.0
103.0,Desserts,Raspberry Triple Thick™ Shake (12 fl oz cup) ,420.0,11.0,12.0,50.0,150.0
125.0,Breuvages,Sprite  (Super Size ) ,410.0,0.0,0.0,0.0,150.0
13.0,Salades,Butter Garlic Croutons,50.0,1.0,1.0,0.0,140.0
128.0,Desserts,Strawberry Triple Thick™ Shake (12 fl oz cup),420.0,11.0,12.0,50.0,140.0
133.0,Croquettes,Sweet 'N Sour Sauce,50.0,0.0,0.0,0.0,140.0
117.0,Frites,Small Frites,210.0,3.0,10.0,0.0,135.0
1.0,Breuvages,Lowfat Milk,100.0,8.0,2.0,10.0,115.0
52.0,Desserts,Fruit 'n Yogurt Parfait (w/o granola)¯,280.0,8.0,4.0,15.0,115.0
122.0,Breuvages,Sprite  (Large) ,310.0,0.0,0.0,0.0,115.0
81.0,Croquettes,Light Mayonnaise?,45.0,0.0,4.0,10.0,100.0
68.0,Croquettes,Honey Mustard Sauce,50.0,0.0,4.0,10.0,95.0
127.0,Desserts,Strawberry Sundae,290.0,7.0,7.0,30.0,95.0
119.0,Desserts,Snack Size Fruit 'n Yogurt Parfait¯,160.0,4.0,2.0,5.0,85.0
123.0,Breuvages,Sprite  (Medium) ,210.0,0.0,9999.0,0.0,80.0
46.0,Breuvages,Diet Coke  (Super Size ) ,0.0,0.0,0.0,0.0,75.0
66.0,Breuvages,Hi-C  Orange Drink (Super Size ) ,460.0,0.0,0.0,0.0,75.0
134.0,Desserts,Vanilla Reduced Fat Ice Cream Cone,150.0,4.0,4.0,20.0,75.0
43.0,Breuvages,Diet Coke  (Large) ,0.0,0.0,0.0,0.0,60.0
63.0,Breuvages,Hi-C  Orange Drink (Large) ,350.0,0.0,0.0,0.0,60.0
95.0,Desserts,Nuts (for Sundaes),40.0,2.0,3.0,0.0,55.0
118.0,Desserts,Snack Size Fruit 'n Yogurt Parfait (w/o granola)¯,130.0,4.0,2.0,5.0,55.0
124.0,Breuvages,Sprite  (Small) ,150.0,0.0,0.0,0.0,55.0
34.0,Breuvages,Coca-Cola Classic  (Super Size ) ,410.0,0.0,33.0,0.0,40.0
44.0,Breuvages,Diet Coke  (Medium) ,0.0,0.0,0.0,0.0,40.0
64.0,Breuvages,Hi-C  Orange Drink (Medium) ,240.0,0.0,0.0,0.0,40.0
121.0,Breuvages,Sprite  (Child) ,110.0,0.0,0.0,0.0,40.0
31.0,Breuvages,Coca-Cola Classic  (Large) ,310.0,0.0,0.0,0.0,30.0
45.0,Breuvages,Diet Coke  (Small) ,0.0,0.0,0.0,0.0,30.0
65.0,Breuvages,Hi-C  Orange Drink (Small) ,160.0,0.0,0.0,0.0,30.0
78.0,Breuvages,Iced Tea (Super Size ),0.0,0.0,0.0,0.0,25.0
32.0,Breuvages,Coca-Cola Classic  (Medium) ,210.0,0.0,0.0,0.0,20.0
42.0,Breuvages,Diet Coke  (Child) ,0.0,0.0,0.0,0.0,20.0
62.0,Breuvages,Hi-C  Orange Drink (Child) ,120.0,0.0,0.0,0.0,20.0
75.0,Breuvages,Iced Tea (Large),0.0,0.0,0.0,0.0,20.0
79.0,Desserts,Kiddie Cone,45.0,1.0,1.0,5.0,20.0
33.0,Breuvages,Coca-Cola Classic  (Small) ,150.0,0.0,0.0,0.0,15.0
76.0,Breuvages,Iced Tea (Medium),0.0,0.0,0.0,0.0,15.0
30.0,Breuvages,Coca-Cola Classic  (Child) ,110.0,0.0,0.0,0.0,10.0
35.0,Breuvages,Coffee (Large),10.0,0.0,0.0,0.0,10.0
77.0,Breuvages,Iced Tea (Small),0.0,0.0,0.0,0.0,10.0
98.0,Breuvages,Orange Juice (21 fl oz cup),250.0,4.0,0.0,0.0,10.0
116.0,Salades,Side Salad,15.0,1.0,0.0,0.0,10.0
36.0,Breuvages,Coffee (Medium),5.0,0.0,0.0,0.0,5.0
74.0,Breuvages,Iced Tea (Child),0.0,0.0,0.0,0.0,5.0
96.0,Breuvages,Orange Juice (12 fl oz cup),140.0,2.0,0.0,0.0,5.0
97.0,Breuvages,Orange Juice (16 fl oz cup),180.0,3.0,0.0,0.0,5.0
37.0,Breuvages,Coffee (Small),0.0,0.0,0.0,0.0,0.0
58.0,Breuvages,Half & Half Creamer,15.0,0.0,1.0,5.0,0.0
67.0,Croquettes,Honey,45.0,0.0,0.0,0.0,0.0
,2,,,,,,
,2,eee,,,,,
,2,eee,333,,,,
,2,eee,333,333,,,
Id,Catégorie,Description,Energ_Kcal,Protéine,gras,Cholestérol,Sodium
21.0,Croquettes,Chicken McNuggets  (20 piece),1030.0,49.0,65.0,170.0,2280.0
57.0,Sandwich,Grilled Chicken Flatbread,520.0,28.0,22.0,70.0,1590.0
126.0,Déjeuners,Steak Egg & Cheese Bagel,640.0,31.0,31.0,265.0,1540.0
120.0,Déjeuners,Spanish Omelete Bagel,710.0,27.0,40.0,275.0,1520.0
59.0,Déjeuners,Ham Egg & Cheese Bagel,550.0,26.0,23.0,255.0,1500.0
48.0,Sandwich,Double Quarter Pounder  with Cheese ,760.0,46.0,48.0,165.0,1450.0
8.0,Déjeuners,Big Déjeuners,710.0,24.0,48.0,455.0,1430.0
2.0,Déjeuners,Bacon Egg & Cheese Biscuit,480.0,21.0,31.0,250.0,1360.0
111.0,Déjeuners,Sausage Egg & Cheese McGriddles™,550.0,20.0,33.0,260.0,1290.0
3.0,Déjeuners,Bacon Egg & Cheese McGriddles™,450.0,19.0,23.0,240.0,1270.0
102.0,Sandwich,Quarter Pounder  with Cheese ,530.0,28.0,30.0,95.0,1250.0
47.0,Sandwich,Double Cheeseburger,480.0,25.0,27.0,85.0,1220.0
41.0,Salades,Crispy Chicken California Cobb Salad,380.0,27.0,23.0,125.0,1170.0
20.0,Croquettes,Chicken McNuggets  (10 piece),510.0,25.0,33.0,85.0,1140.0
38.0,Sandwich,Crispy Chicken,500.0,22.0,26.0,50.0,1100.0
9.0,Sandwich,Big Mac ,580.0,24.0,33.0,85.0,1050.0
39.0,Salades,Crispy Chicken Bacon Ranch Salad,370.0,26.0,21.0,65.0,1040.0
11.0,Sandwich,Big N' Tasty  with Cheese,580.0,26.0,37.0,95.0,1030.0
109.0,Déjeuners,Sausage Biscuit with Egg,490.0,16.0,33.0,245.0,1010.0
112.0,Déjeuners,Sausage McGriddles™,420.0,11.0,23.0,35.0,970.0
56.0,Salades,Grilled Chicken California Cobb Salad,280.0,30.0,14.0,130.0,960.0
93.0,Vinaigrettes à salades,Newman's Own  Light Balsamic Vinaigrette?,90.0,0.0,8.0,0.0,950.0
108.0,Déjeuners,Sausage Biscuit,410.0,10.0,28.0,35.0,930.0
114.0,Déjeuners,Sausage McMuffin  with Egg,450.0,20.0,28.0,260.0,930.0
19.0,Sandwich,Chicken McGrill ,400.0,25.0,17.0,60.0,890.0
40.0,Salades,Crispy Chicken Caesar Salad,310.0,23.0,16.0,50.0,890.0
49.0,Déjeuners,Egg McMuffin ,300.0,18.0,12.0,235.0,840.0
84.0,Sandwich,McChicken ,430.0,14.0,23.0,45.0,840.0
54.0,Salades,Grilled Chicken Bacon Ranch Salad,270.0,28.0,13.0,75.0,830.0
69.0,Sandwich,Hot 'n Spicy McChicken ,450.0,15.0,26.0,45.0,830.0
138.0,Desserts,Vanilla Triple Thick™ Shake (32 fl oz cup),1140.0,28.0,32.0,135.0,810.0
18.0,Sandwich,Cheeseburger,330.0,15.0,14.0,45.0,800.0
10.0,Sandwich,Big N' Tasty ,530.0,24.0,32.0,80.0,790.0
113.0,Déjeuners,Sausage McMuffin ,370.0,14.0,23.0,50.0,790.0
101.0,Sandwich,Quarter Pounder  ,420.0,23.0,21.0,70.0,780.0
73.0,Déjeuners,Hotcakes (margarine 2 pats & syrup),600.0,9.0,17.0,20.0,770.0
51.0,Sandwich,Filet-O-Fish ,470.0,15.0,26.0,50.0,730.0
23.0,Croquettes,Chicken McNuggets  (6 piece),310.0,15.0,20.0,50.0,680.0
55.0,Salades,Grilled Chicken Caesar Salad,210.0,26.0,7.0,60.0,680.0
110.0,Déjeuners,Sausage Déjeuners Burrito ,290.0,13.0,16.0,170.0,680.0
12.0,Déjeuners,Biscuit,240.0,4.0,11.0,0.0,640.0
60.0,Sandwich,Hamburger,280.0,12.0,10.0,30.0,560.0
28.0,Desserts,Chocolate Triple Thick™ Shake (32 fl oz cup),1150.0,30.0,33.0,135.0,550.0
94.0,Vinaigrettes à salades,Newman's Own  Ranch Dressing,290.0,1.0,30.0,20.0,530.0
137.0,Desserts,Vanilla Triple Thick™ Shake (21 fl oz cup),750.0,18.0,21.0,90.0,530.0
5.0,Déjeuners,Bagel (plain),260.0,9.0,1.0,0.0,520.0
92.0,Vinaigrettes à salades,Newman's Own  Creamy Caesar Dressing,190.0,2.0,18.0,20.0,500.0
22.0,Croquettes,Chicken McNuggets  (4 piece),210.0,10.0,13.0,35.0,460.0
17.0,Salades,California Cobb Salad (without chicken),160.0,11.0,11.0,85.0,450.0
91.0,Vinaigrettes à salades,Newman's Own  Cobb Dressing,120.0,1.0,9.0,10.0,440.0
100.0,Desserts,Oreo  McFlurry™ (16 fl oz cup),820.0,22.0,29.0,100.0,420.0
136.0,Desserts,Vanilla Triple Thick™ Shake (16 fl oz cup),570.0,14.0,16.0,65.0,400.0
106.0,Desserts,Raspberry Triple Thick™ Shake (32 fl oz cup) ,1120.0,28.0,32.0,135.0,390.0
132.0,Frites,Super Size  Frites,610.0,9.0,29.0,0.0,390.0
131.0,Desserts,Strawberry Triple Thick™ Shake (32 fl oz cup),1120.0,28.0,32.0,135.0,380.0
15.0,Desserts,Butterfinger  McFlurry™ (16 fl oz cup),900.0,23.0,31.0,100.0,370.0
27.0,Desserts,Chocolate Triple Thick™ Shake (21 fl oz cup),750.0,19.0,22.0,90.0,360.0
80.0,Frites,Large Frites,540.0,8.0,26.0,0.0,350.0
90.0,Desserts,Nestle Crunch  McFlurry™ (16 fl oz cup),920.0,23.0,35.0,110.0,340.0
61.0,Déjeuners,Hash Browns,130.0,1.0,8.0,0.0,330.0
4.0,Salades,Bacon Ranch Salad (without chicken),140.0,9.0,10.0,25.0,310.0
83.0,Desserts,M&M  McFlurry™ (16 fl oz cup),910.0,23.0,33.0,105.0,300.0
135.0,Desserts,Vanilla Triple Thick™ Shake (12 fl oz cup),430.0,11.0,12.0,50.0,300.0
88.0,Frites,Medium Frites,450.0,6.0,22.0,0.0,290.0
107.0,Déjeuners,Sausage,170.0,6.0,16.0,35.0,290.0
26.0,Desserts,Chocolate Triple Thick™ Shake (16 fl oz cup),580.0,15.0,17.0,65.0,280.0
99.0,Desserts,Oreo  McFlurry™ (12 fl oz cup),570.0,15.0,20.0,70.0,280.0
50.0,Déjeuners,English Muffin,150.0,5.0,2.0,0.0,270.0
14.0,Desserts,Butterfinger   McFlurry ™ (12 fl oz cup),620.0,16.0,22.0,70.0,260.0
105.0,Desserts,Raspberry Triple Thick™ Shake (21 fl oz cup) ,730.0,19.0,21.0,90.0,260.0
7.0,Croquettes,Barbeque Sauce,45.0,0.0,0.0,0.0,250.0
29.0,Déjeuners,Cinnamon Roll ,340.0,5.0,15.0,35.0,250.0
86.0,Desserts,McDonaldland  Cookies,230.0,3.0,8.0,0.0,250.0
130.0,Desserts,Strawberry Triple Thick™ Shake (21 fl oz cup),730.0,19.0,21.0,90.0,250.0
53.0,Desserts,Fruit 'n Yogurt Parfait¯,380.0,10.0,5.0,15.0,240.0
72.0,Croquettes,Hot Mustard Sauce,60.0,1.0,3.0,5.0,240.0
89.0,Desserts,Nestle Crunch  McFlurry™ (12 fl oz cup),630.0,16.0,24.0,75.0,230.0
25.0,Desserts,Chocolate Triple Thick™ Shake (12 fl oz cup),430.0,11.0,12.0,50.0,210.0
82.0,Desserts,M&M  McFlurry™ (12 fl oz cup),630.0,16.0,23.0,75.0,210.0
87.0,Frites,McValue  Frites,320.0,5.0,16.0,0.0,210.0
6.0,Desserts,Baked Apple Pie,260.0,3.0,13.0,0.0,200.0
104.0,Desserts,Raspberry Triple Thick™ Shake (16 fl oz cup) ,560.0,14.0,16.0,65.0,190.0
129.0,Desserts,Strawberry Triple Thick™ Shake (16 fl oz cup),560.0,14.0,16.0,65.0,190.0
70.0,Desserts,Hot Caramel Sundae,360.0,7.0,10.0,35.0,180.0
16.0,Salades,Caesar Salad (without chicken),90.0,7.0,4.0,10.0,170.0
71.0,Desserts,Hot Fudge Sundae,340.0,8.0,12.0,30.0,170.0
85.0,Desserts,McDonaldland  Chocolate Chip Cookies,280.0,3.0,14.0,40.0,170.0
115.0,Déjeuners,Scrambled Eggs (2),160.0,13.0,11.0,425.0,170.0
24.0,Desserts,Chocolate Chip Cookie ,170.0,2.0,9.0,5.0,150.0
103.0,Desserts,Raspberry Triple Thick™ Shake (12 fl oz cup) ,420.0,11.0,12.0,50.0,150.0
125.0,Breuvages,Sprite  (Super Size ) ,410.0,0.0,0.0,0.0,150.0
13.0,Salades,Butter Garlic Croutons,50.0,1.0,1.0,0.0,140.0
128.0,Desserts,Strawberry Triple Thick™ Shake (12 fl oz cup),420.0,11.0,12.0,50.0,140.0
133.0,Croquettes,Sweet 'N Sour Sauce,50.0,0.0,0.0,0.0,140.0
117.0,Frites,Small Frites,210.0,3.0,10.0,0.0,135.0
1.0,Breuvages,Lowfat Milk,100.0,8.0,2.0,10.0,115.0
52.0,Desserts,Fruit 'n Yogurt Parfait (w/o granola)¯,280.0,8.0,4.0,15.0,115.0
122.0,Breuvages,Sprite  (Large) ,310.0,0.0,0.0,0.0,115.0
81.0,Croquettes,Light Mayonnaise?,45.0,0.0,4.0,10.0,100.0
68.0,Croquettes,Honey Mustard Sauce,50.0,0.0,4.0,10.0,95.0
127.0,Desserts,Strawberry Sundae,290.0,7.0,7.0,30.0,95.0
119.0,Desserts,Snack Size Fruit 'n Yogurt Parfait¯,160.0,4.0,2.0,5.0,85.0
123.0,Breuvages,Sprite  (Medium) ,210.0,0.0,9999.0,0.0,80.0
46.0,Breuvages,Diet Coke  (Super Size ) ,0.0,0.0,0.0,0.0,75.0
66.0,Breuvages,Hi-C  Orange Drink (Super Size ) ,460.0,0.0,0.0,0.0,75.0
134.0,Desserts,Vanilla Reduced Fat Ice Cream Cone,150.0,4.0,4.0,20.0,75.0
43.0,Breuvages,Diet Coke  (Large) ,0.0,0.0,0.0,0.0,60.0
63.0,Breuvages,Hi-C  Orange Drink (Large) ,350.0,0.0,0.0,0.0,60.0
95.0,Desserts,Nuts (for Sundaes),40.0,2.0,3.0,0.0,55.0
118.0,Desserts,Snack Size Fruit 'n Yogurt Parfait (w/o granola)¯,130.0,4.0,2.0,5.0,55.0
124.0,Breuvages,Sprite  (Small) ,150.0,0.0,0.0,0.0,55.0
34.0,Breuvages,Coca-Cola Classic  (Super Size ) ,410.0,0.0,33.0,0.0,40.0
44.0,Breuvages,Diet Coke  (Medium) ,0.0,0.0,0.0,0.0,40.0
64.0,Breuvages,Hi-C  Orange Drink (Medium) ,240.0,0.0,0.0,0.0,40.0
121.0,Breuvages,Sprite  (Child) ,110.0,0.0,0.0,0.0,40.0
31.0,Breuvages,Coca-Cola Classic  (Large) ,310.0,0.0,0.0,0.0,30.0
45.0,Breuvages,Diet Coke  (Small) ,0.0,0.0,0.0,0.0,30.0
65.0,Breuvages,Hi-C  Orange Drink (Small) ,160.0,0.0,0.0,0.0,30.0
78.0,Breuvages,Iced Tea (Super Size ),0.0,0.0,0.0,0.0,25.0
32.0,Breuvages,Coca-Cola Classic  (Medium) ,210.0,0.0,0.0,0.0,20.0
42.0,Breuvages,Diet Coke  (Child) ,0.0,0.0,0.0,0.0,20.0
62.0,Breuvages,Hi-C  Orange Drink (Child) ,120.0,0.0,0.0,0.0,20.0
75.0,Breuvages,Iced Tea (Large),0.0,0.0,0.0,0.0,20.0
79.0,Desserts,Kiddie Cone,45.0,1.0,1.0,5.0,20.0
33.0,Breuvages,Coca-Cola Classic  (Small) ,150.0,0.0,0.0,0.0,15.0
76.0,Breuvages,Iced Tea (Medium),0.0,0.0,0.0,0.0,15.0
30.0,Breuvages,Coca-Cola Classic  (Child) ,110.0,0.0,0.0,0.0,10.0
35.0,Breuvages,Coffee (Large),10.0,0.0,0.0,0.0,10.0
77.0,Breuvages,Iced Tea (Small),0.0,0.0,0.0,0.0,10.0
98.0,Breuvages,Orange Juice (21 fl oz cup),250.0,4.0,0.0,0.0,10.0
116.0,Salades,Side Salad,15.0,1.0,0.0,0.0,10.0
36.0,Breuvages,Coffee (Medium),5.0,0.0,0.0,0.0,5.0
74.0,Breuvages,Iced Tea (Child),0.0,0.0,0.0,0.0,5.0
96.0,Breuvages,Orange Juice (12 fl oz cup),140.0,2.0,0.0,0.0,5.0
97.0,Breuvages,Orange Juice (16 fl oz cup),180.0,3.0,0.0,0.0,5.0
37.0,Breuvages,Coffee (Small),0.0,0.0,0.0,0.0,0.0
58.0,Breuvages,Half & Half Creamer,15.0,0.0,1.0,5.0,0.0
67.0,Croquettes,Honey,45.0,0.0,0.0,0.0,0.0
,2,,,,,,
,2,eee,,,,,
,2,eee,333,,,,
,2,eee,333,333,,,
,2,eee,333,333,333,,
Id,Catégorie,Description,Energ_Kcal,Protéine,gras,Cholestérol,Sodium
21.0,Croquettes,Chicken McNuggets  (20 piece),1030.0,49.0,65.0,170.0,2280.0
57.0,Sandwich,Grilled Chicken Flatbread,520.0,28.0,22.0,70.0,1590.0
126.0,Déjeuners,Steak Egg & Cheese Bagel,640.0,31.0,31.0,265.0,1540.0
120.0,Déjeuners,Spanish Omelete Bagel,710.0,27.0,40.0,275.0,1520.0
59.0,Déjeuners,Ham Egg & Cheese Bagel,550.0,26.0,23.0,255.0,1500.0
48.0,Sandwich,Double Quarter Pounder  with Cheese ,760.0,46.0,48.0,165.0,1450.0
8.0,Déjeuners,Big Déjeuners,710.0,24.0,48.0,455.0,1430.0
2.0,Déjeuners,Bacon Egg & Cheese Biscuit,480.0,21.0,31.0,250.0,1360.0
111.0,Déjeuners,Sausage Egg & Cheese McGriddles™,550.0,20.0,33.0,260.0,1290.0
3.0,Déjeuners,Bacon Egg & Cheese McGriddles™,450.0,19.0,23.0,240.0,1270.0
102.0,Sandwich,Quarter Pounder  with Cheese ,530.0,28.0,30.0,95.0,1250.0
47.0,Sandwich,Double Cheeseburger,480.0,25.0,27.0,85.0,1220.0
41.0,Salades,Crispy Chicken California Cobb Salad,380.0,27.0,23.0,125.0,1170.0
20.0,Croquettes,Chicken McNuggets  (10 piece),510.0,25.0,33.0,85.0,1140.0
38.0,Sandwich,Crispy Chicken,500.0,22.0,26.0,50.0,1100.0
9.0,Sandwich,Big Mac ,580.0,24.0,33.0,85.0,1050.0
39.0,Salades,Crispy Chicken Bacon Ranch Salad,370.0,26.0,21.0,65.0,1040.0
11.0,Sandwich,Big N' Tasty  with Cheese,580.0,26.0,37.0,95.0,1030.0
109.0,Déjeuners,Sausage Biscuit with Egg,490.0,16.0,33.0,245.0,1010.0
112.0,Déjeuners,Sausage McGriddles™,420.0,11.0,23.0,35.0,970.0
56.0,Salades,Grilled Chicken California Cobb Salad,280.0,30.0,14.0,130.0,960.0
93.0,Vinaigrettes à salades,Newman's Own  Light Balsamic Vinaigrette?,90.0,0.0,8.0,0.0,950.0
108.0,Déjeuners,Sausage Biscuit,410.0,10.0,28.0,35.0,930.0
114.0,Déjeuners,Sausage McMuffin  with Egg,450.0,20.0,28.0,260.0,930.0
19.0,Sandwich,Chicken McGrill ,400.0,25.0,17.0,60.0,890.0
40.0,Salades,Crispy Chicken Caesar Salad,310.0,23.0,16.0,50.0,890.0
49.0,Déjeuners,Egg McMuffin ,300.0,18.0,12.0,235.0,840.0
84.0,Sandwich,McChicken ,430.0,14.0,23.0,45.0,840.0
54.0,Salades,Grilled Chicken Bacon Ranch Salad,270.0,28.0,13.0,75.0,830.0
69.0,Sandwich,Hot 'n Spicy McChicken ,450.0,15.0,26.0,45.0,830.0
138.0,Desserts,Vanilla Triple Thick™ Shake (32 fl oz cup),1140.0,28.0,32.0,135.0,810.0
18.0,Sandwich,Cheeseburger,330.0,15.0,14.0,45.0,800.0
10.0,Sandwich,Big N' Tasty ,530.0,24.0,32.0,80.0,790.0
113.0,Déjeuners,Sausage McMuffin ,370.0,14.0,23.0,50.0,790.0
101.0,Sandwich,Quarter Pounder  ,420.0,23.0,21.0,70.0,780.0
73.0,Déjeuners,Hotcakes (margarine 2 pats & syrup),600.0,9.0,17.0,20.0,770.0
51.0,Sandwich,Filet-O-Fish ,470.0,15.0,26.0,50.0,730.0
23.0,Croquettes,Chicken McNuggets  (6 piece),310.0,15.0,20.0,50.0,680.0
55.0,Salades,Grilled Chicken Caesar Salad,210.0,26.0,7.0,60.0,680.0
110.0,Déjeuners,Sausage Déjeuners Burrito ,290.0,13.0,16.0,170.0,680.0
12.0,Déjeuners,Biscuit,240.0,4.0,11.0,0.0,640.0
60.0,Sandwich,Hamburger,280.0,12.0,10.0,30.0,560.0
28.0,Desserts,Chocolate Triple Thick™ Shake (32 fl oz cup),1150.0,30.0,33.0,135.0,550.0
94.0,Vinaigrettes à salades,Newman's Own  Ranch Dressing,290.0,1.0,30.0,20.0,530.0
137.0,Desserts,Vanilla Triple Thick™ Shake (21 fl oz cup),750.0,18.0,21.0,90.0,530.0
5.0,Déjeuners,Bagel (plain),260.0,9.0,1.0,0.0,520.0
92.0,Vinaigrettes à salades,Newman's Own  Creamy Caesar Dressing,190.0,2.0,18.0,20.0,500.0
22.0,Croquettes,Chicken McNuggets  (4 piece),210.0,10.0,13.0,35.0,460.0
17.0,Salades,California Cobb Salad (without chicken),160.0,11.0,11.0,85.0,450.0
91.0,Vinaigrettes à salades,Newman's Own  Cobb Dressing,120.0,1.0,9.0,10.0,440.0
100.0,Desserts,Oreo  McFlurry™ (16 fl oz cup),820.0,22.0,29.0,100.0,420.0
136.0,Desserts,Vanilla Triple Thick™ Shake (16 fl oz cup),570.0,14.0,16.0,65.0,400.0
106.0,Desserts,Raspberry Triple Thick™ Shake (32 fl oz cup) ,1120.0,28.0,32.0,135.0,390.0
132.0,Frites,Super Size  Frites,610.0,9.0,29.0,0.0,390.0
131.0,Desserts,Strawberry Triple Thick™ Shake (32 fl oz cup),1120.0,28.0,32.0,135.0,380.0
15.0,Desserts,Butterfinger  McFlurry™ (16 fl oz cup),900.0,23.0,31.0,100.0,370.0
27.0,Desserts,Chocolate Triple Thick™ Shake (21 fl oz cup),750.0,19.0,22.0,90.0,360.0
80.0,Frites,Large Frites,540.0,8.0,26.0,0.0,350.0
90.0,Desserts,Nestle Crunch  McFlurry™ (16 fl oz cup),920.0,23.0,35.0,110.0,340.0
61.0,Déjeuners,Hash Browns,130.0,1.0,8.0,0.0,330.0
4.0,Salades,Bacon Ranch Salad (without chicken),140.0,9.0,10.0,25.0,310.0
83.0,Desserts,M&M  McFlurry™ (16 fl oz cup),910.0,23.0,33.0,105.0,300.0
135.0,Desserts,Vanilla Triple Thick™ Shake (12 fl oz cup),430.0,11.0,12.0,50.0,300.0
88.0,Frites,Medium Frites,450.0,6.0,22.0,0.0,290.0
107.0,Déjeuners,Sausage,170.0,6.0,16.0,35.0,290.0
26.0,Desserts,Chocolate Triple Thick™ Shake (16 fl oz cup),580.0,15.0,17.0,65.0,280.0
99.0,Desserts,Oreo  McFlurry™ (12 fl oz cup),570.0,15.0,20.0,70.0,280.0
50.0,Déjeuners,English Muffin,150.0,5.0,2.0,0.0,270.0
14.0,Desserts,Butterfinger   McFlurry ™ (12 fl oz cup),620.0,16.0,22.0,70.0,260.0
105.0,Desserts,Raspberry Triple Thick™ Shake (21 fl oz cup) ,730.0,19.0,21.0,90.0,260.0
7.0,Croquettes,Barbeque Sauce,45.0,0.0,0.0,0.0,250.0
29.0,Déjeuners,Cinnamon Roll ,340.0,5.0,15.0,35.0,250.0
86.0,Desserts,McDonaldland  Cookies,230.0,3.0,8.0,0.0,250.0
130.0,Desserts,Strawberry Triple Thick™ Shake (21 fl oz cup),730.0,19.0,21.0,90.0,250.0
53.0,Desserts,Fruit 'n Yogurt Parfait¯,380.0,10.0,5.0,15.0,240.0
72.0,Croquettes,Hot Mustard Sauce,60.0,1.0,3.0,5.0,240.0
89.0,Desserts,Nestle Crunch  McFlurry™ (12 fl oz cup),630.0,16.0,24.0,75.0,230.0
25.0,Desserts,Chocolate Triple Thick™ Shake (12 fl oz cup),430.0,11.0,12.0,50.0,210.0
82.0,Desserts,M&M  McFlurry™ (12 fl oz cup),630.0,16.0,23.0,75.0,210.0
87.0,Frites,McValue  Frites,320.0,5.0,16.0,0.0,210.0
6.0,Desserts,Baked Apple Pie,260.0,3.0,13.0,0.0,200.0
104.0,Desserts,Raspberry Triple Thick™ Shake (16 fl oz cup) ,560.0,14.0,16.0,65.0,190.0
129.0,Desserts,Strawberry Triple Thick™ Shake (16 fl oz cup),560.0,14.0,16.0,65.0,190.0
70.0,Desserts,Hot Caramel Sundae,360.0,7.0,10.0,35.0,180.0
16.0,Salades,Caesar Salad (without chicken),90.0,7.0,4.0,10.0,170.0
71.0,Desserts,Hot Fudge Sundae,340.0,8.0,12.0,30.0,170.0
85.0,Desserts,McDonaldland  Chocolate Chip Cookies,280.0,3.0,14.0,40.0,170.0
115.0,Déjeuners,Scrambled Eggs (2),160.0,13.0,11.0,425.0,170.0
24.0,Desserts,Chocolate Chip Cookie ,170.0,2.0,9.0,5.0,150.0
103.0,Desserts,Raspberry Triple Thick™ Shake (12 fl oz cup) ,420.0,11.0,12.0,50.0,150.0
125.0,Breuvages,Sprite  (Super Size ) ,410.0,0.0,0.0,0.0,150.0
13.0,Salades,Butter Garlic Croutons,50.0,1.0,1.0,0.0,140.0
128.0,Desserts,Strawberry Triple Thick™ Shake (12 fl oz cup),420.0,11.0,12.0,50.0,140.0
133.0,Croquettes,Sweet 'N Sour Sauce,50.0,0.0,0.0,0.0,140.0
117.0,Frites,Small Frites,210.0,3.0,10.0,0.0,135.0
1.0,Breuvages,Lowfat Milk,100.0,8.0,2.0,10.0,115.0
52.0,Desserts,Fruit 'n Yogurt Parfait (w/o granola)¯,280.0,8.0,4.0,15.0,115.0
122.0,Breuvages,Sprite  (Large) ,310.0,0.0,0.0,0.0,115.0
81.0,Croquettes,Light Mayonnaise?,45.0,0.0,4.0,10.0,100.0
68.0,Croquettes,Honey Mustard Sauce,50.0,0.0,4.0,10.0,95.0
127.0,Desserts,Strawberry Sundae,290.0,7.0,7.0,30.0,95.0
119.0,Desserts,Snack Size Fruit 'n Yogurt Parfait¯,160.0,4.0,2.0,5.0,85.0
123.0,Breuvages,Sprite  (Medium) ,210.0,0.0,9999.0,0.0,80.0
46.0,Breuvages,Diet Coke  (Super Size ) ,0.0,0.0,0.0,0.0,75.0
66.0,Breuvages,Hi-C  Orange Drink (Super Size ) ,460.0,0.0,0.0,0.0,75.0
134.0,Desserts,Vanilla Reduced Fat Ice Cream Cone,150.0,4.0,4.0,20.0,75.0
43.0,Breuvages,Diet Coke  (Large) ,0.0,0.0,0.0,0.0,60.0
63.0,Breuvages,Hi-C  Orange Drink (Large) ,350.0,0.0,0.0,0.0,60.0
95.0,Desserts,Nuts (for Sundaes),40.0,2.0,3.0,0.0,55.0
118.0,Desserts,Snack Size Fruit 'n Yogurt Parfait (w/o granola)¯,130.0,4.0,2.0,5.0,55.0
124.0,Breuvages,Sprite  (Small) ,150.0,0.0,0.0,0.0,55.0
34.0,Breuvages,Coca-Cola Classic  (Super Size ) ,410.0,0.0,33.0,0.0,40.0
44.0,Breuvages,Diet Coke  (Medium) ,0.0,0.0,0.0,0.0,40.0
64.0,Breuvages,Hi-C  Orange Drink (Medium) ,240.0,0.0,0.0,0.0,40.0
